date,srad,tmin,tmax,precip,lat,lon
1999-09-16,231.0,7.149987792968773,23.950006103515648,3.6000001430511475,37.54,-108.74
1999-09-17,235.6999969482422,8.050012207031273,24.649987792968773,0.0,37.54,-108.74
1999-09-18,231.6999969482422,7.550012207031273,24.649987792968773,0.30000001192092896,37.54,-108.74
1999-09-19,216.60000610351562,8.350000000000023,22.950006103515648,2.1000001430511475,37.54,-108.74
1999-09-20,225.6999969482422,6.050012207031273,22.749993896484398,0.30000001192092896,37.54,-108.74
1999-09-21,237.8000030517578,4.149987792968773,23.149987792968773,0.30000001192092896,37.54,-108.74
1999-09-22,214.6999969482422,4.550012207031273,24.149987792968773,0.0,37.54,-108.74
1999-09-23,120.4000015258789,6.149987792968773,18.350000000000023,2.799999952316284,37.54,-108.74
1999-09-24,222.3000030517578,3.7499938964843977,22.950006103515648,0.0,37.54,-108.74
1999-09-25,222.0,7.149987792968773,26.149987792968773,0.0,37.54,-108.74
1999-09-26,223.60000610351562,7.450006103515648,24.149987792968773,0.0,37.54,-108.74
1999-09-27,224.0,4.350000000000023,21.450006103515648,0.0,37.54,-108.74
1999-09-28,229.40000915527344,-1.9499877929687273,13.850000000000023,0.0,37.54,-108.74
1999-09-29,225.40000915527344,-3.9499877929687273,19.550012207031273,0.0,37.54,-108.74
1999-09-30,222.5,3.1499877929687727,23.450006103515648,0.0,37.54,-108.74
1999-10-01,219.90000915527344,4.450006103515648,25.550012207031273,0.0,37.54,-108.74
1999-10-02,220.3000030517578,5.450006103515648,24.649987792968773,0.0,37.54,-108.74
1999-10-03,218.6999969482422,6.249993896484398,24.050012207031273,0.0,37.54,-108.74
1999-10-04,216.8000030517578,4.649987792968773,24.649987792968773,0.0,37.54,-108.74
1999-10-05,209.60000610351562,5.649987792968773,27.149987792968773,0.0,37.54,-108.74
1999-10-06,200.10000610351562,8.850000000000023,25.249993896484398,0.0,37.54,-108.74
1999-10-07,177.60000610351562,3.9500061035156477,17.950006103515648,0.0,37.54,-108.74
1999-10-08,206.1999969482422,0.9500061035156477,22.149987792968773,0.0,37.54,-108.74
1999-10-09,205.5,4.950006103515648,24.950006103515648,0.0,37.54,-108.74
1999-10-10,204.10000610351562,7.550012207031273,26.350000000000023,0.0,37.54,-108.74
1999-10-11,202.10000610351562,7.050012207031273,26.350000000000023,0.0,37.54,-108.74
1999-10-12,199.5,6.850000000000023,26.149987792968773,0.0,37.54,-108.74
1999-10-13,199.60000610351562,7.350000000000023,25.649987792968773,0.0,37.54,-108.74
1999-10-14,196.3000030517578,7.450006103515648,25.249993896484398,0.0,37.54,-108.74
1999-10-15,193.1999969482422,4.749993896484398,22.350000000000023,0.0,37.54,-108.74
1999-10-16,196.6999969482422,-2.7500061035156023,12.749993896484398,0.0,37.54,-108.74
1999-10-17,193.0,-6.850012207031227,12.550012207031273,0.0,37.54,-108.74
1999-10-18,188.40000915527344,-5.449987792968727,15.950006103515648,0.0,37.54,-108.74
1999-10-19,188.5,-3.3500122070312273,16.050012207031273,0.0,37.54,-108.74
1999-10-20,188.1999969482422,-1.0499938964843523,18.850000000000023,0.0,37.54,-108.74
1999-10-21,186.60000610351562,0.5500122070312727,21.149987792968773,0.0,37.54,-108.74
1999-10-22,185.40000915527344,2.0500122070312727,21.649987792968773,0.0,37.54,-108.74
1999-10-23,181.8000030517578,3.2499938964843977,21.950006103515648,0.0,37.54,-108.74
1999-10-24,173.0,3.5500122070312727,22.050012207031273,0.0,37.54,-108.74
1999-10-25,178.6999969482422,3.8500000000000227,22.050012207031273,0.0,37.54,-108.74
1999-10-26,176.10000610351562,3.9500061035156477,22.550012207031273,0.0,37.54,-108.74
1999-10-27,171.5,4.149987792968773,18.350000000000023,0.0,37.54,-108.74
1999-10-28,166.60000610351562,-0.35001220703122726,19.050012207031273,0.0,37.54,-108.74
1999-10-29,167.3000030517578,-2.9499877929687273,13.950006103515648,0.5,37.54,-108.74
1999-10-30,168.60000610351562,-6.049993896484352,14.550012207031273,0.0,37.54,-108.74
